"","STL","ATL","Series Winner"
"22587","2","3","ATL"
"22588","2","3","ATL"
"22589","0","3","ATL"
"22590","3","0","STL"
"22591","2","3","ATL"
"22592","3","1","STL"
"22593","0","3","ATL"
"22594","1","3","ATL"
"22595","0","3","ATL"
"22596","3","1","STL"
"22597","2","3","ATL"
"22598","3","0","STL"
"22599","2","3","ATL"
"22600","0","3","ATL"
"22601","3","2","STL"
"22602","2","3","ATL"
"22603","1","3","ATL"
"22604","3","0","STL"
"22605","3","0","STL"
"22606","3","1","STL"
"22607","3","1","STL"
"22608","3","2","STL"
"22609","3","1","STL"
"22610","2","3","ATL"
"22611","0","3","ATL"
"22612","3","0","STL"
"22613","2","3","ATL"
"22614","0","3","ATL"
"22615","0","3","ATL"
"22616","1","3","ATL"
"22617","1","3","ATL"
"22618","1","3","ATL"
"22619","2","3","ATL"
"22620","3","0","STL"
"22621","0","3","ATL"
"22622","1","3","ATL"
"22623","3","2","STL"
"22624","3","0","STL"
"22625","0","3","ATL"
"22626","3","1","STL"
"22627","2","3","ATL"
"22628","1","3","ATL"
"22629","2","3","ATL"
"22630","3","2","STL"
"22631","3","2","STL"
"22632","0","3","ATL"
"22633","2","3","ATL"
"22634","2","3","ATL"
"22635","1","3","ATL"
"22636","2","3","ATL"
"22637","3","0","STL"
"22638","1","3","ATL"
"22639","1","3","ATL"
"22640","1","3","ATL"
"22641","1","3","ATL"
"22642","2","3","ATL"
"22643","3","1","STL"
"22644","1","3","ATL"
"22645","3","2","STL"
"22646","2","3","ATL"
"22647","0","3","ATL"
"22648","2","3","ATL"
"22649","3","0","STL"
"22650","3","2","STL"
"22651","2","3","ATL"
"22652","0","3","ATL"
"22653","2","3","ATL"
"22654","0","3","ATL"
"22655","2","3","ATL"
"22656","3","1","STL"
"22657","0","3","ATL"
"22658","1","3","ATL"
"22659","3","2","STL"
"22660","3","2","STL"
"22661","3","0","STL"
"22662","2","3","ATL"
"22663","3","2","STL"
"22664","3","1","STL"
"22665","1","3","ATL"
"22666","3","1","STL"
"22667","3","1","STL"
"22668","0","3","ATL"
"22669","2","3","ATL"
"22670","3","2","STL"
"22671","0","3","ATL"
"22672","1","3","ATL"
"22673","3","2","STL"
"22674","3","1","STL"
"22675","1","3","ATL"
"22676","2","3","ATL"
"22677","3","1","STL"
"22678","3","1","STL"
"22679","3","0","STL"
"22680","2","3","ATL"
"22681","2","3","ATL"
"22682","1","3","ATL"
"22683","3","1","STL"
"22684","3","1","STL"
"22685","2","3","ATL"
"22686","2","3","ATL"
"22687","0","3","ATL"
"22688","0","3","ATL"
"22689","3","1","STL"
"22690","0","3","ATL"
"22691","3","1","STL"
"22692","0","3","ATL"
"22693","1","3","ATL"
"22694","3","2","STL"
"22695","2","3","ATL"
"22696","1","3","ATL"
"22697","2","3","ATL"
"22698","2","3","ATL"
"22699","1","3","ATL"
"22700","3","2","STL"
"22701","2","3","ATL"
"22702","1","3","ATL"
"22703","3","2","STL"
"22704","3","0","STL"
"22705","3","1","STL"
"22706","1","3","ATL"
"22707","0","3","ATL"
"22708","3","1","STL"
"22709","3","1","STL"
"22710","3","2","STL"
"22711","3","1","STL"
"22712","1","3","ATL"
"22713","0","3","ATL"
"22714","1","3","ATL"
"22715","3","1","STL"
"22716","1","3","ATL"
"22717","1","3","ATL"
"22718","0","3","ATL"
"22719","3","1","STL"
"22720","0","3","ATL"
"22721","1","3","ATL"
"22722","2","3","ATL"
"22723","1","3","ATL"
"22724","0","3","ATL"
"22725","0","3","ATL"
"22726","1","3","ATL"
"22727","2","3","ATL"
"22728","3","1","STL"
"22729","3","2","STL"
"22730","0","3","ATL"
"22731","2","3","ATL"
"22732","0","3","ATL"
"22733","3","2","STL"
"22734","2","3","ATL"
"22735","2","3","ATL"
"22736","3","2","STL"
"22737","3","2","STL"
"22738","1","3","ATL"
"22739","2","3","ATL"
"22740","1","3","ATL"
"22741","1","3","ATL"
"22742","2","3","ATL"
"22743","3","0","STL"
"22744","1","3","ATL"
"22745","3","0","STL"
"22746","0","3","ATL"
"22747","3","1","STL"
"22748","2","3","ATL"
"22749","0","3","ATL"
"22750","0","3","ATL"
"22751","3","2","STL"
"22752","1","3","ATL"
"22753","1","3","ATL"
"22754","0","3","ATL"
"22755","3","0","STL"
"22756","1","3","ATL"
"22757","2","3","ATL"
"22758","3","0","STL"
"22759","3","1","STL"
"22760","1","3","ATL"
"22761","2","3","ATL"
"22762","1","3","ATL"
"22763","3","2","STL"
"22764","1","3","ATL"
"22765","1","3","ATL"
"22766","1","3","ATL"
"22767","2","3","ATL"
"22768","2","3","ATL"
"22769","3","1","STL"
"22770","3","0","STL"
"22771","3","2","STL"
"22772","2","3","ATL"
"22773","3","1","STL"
"22774","3","0","STL"
"22775","3","0","STL"
"22776","3","1","STL"
"22777","0","3","ATL"
"22778","3","0","STL"
"22779","1","3","ATL"
"22780","2","3","ATL"
"22781","3","2","STL"
"22782","3","1","STL"
"22783","3","2","STL"
"22784","2","3","ATL"
"22785","3","2","STL"
"22786","3","2","STL"
"22787","0","3","ATL"
"22788","0","3","ATL"
"22789","1","3","ATL"
"22790","3","1","STL"
"22791","2","3","ATL"
"22792","0","3","ATL"
"22793","0","3","ATL"
"22794","0","3","ATL"
"22795","1","3","ATL"
"22796","2","3","ATL"
"22797","3","1","STL"
"22798","2","3","ATL"
"22799","3","2","STL"
"22800","0","3","ATL"
"22801","3","1","STL"
"22802","1","3","ATL"
"22803","2","3","ATL"
"22804","3","1","STL"
"22805","0","3","ATL"
"22806","2","3","ATL"
"22807","3","1","STL"
"22808","1","3","ATL"
"22809","2","3","ATL"
"22810","2","3","ATL"
"22811","2","3","ATL"
"22812","1","3","ATL"
"22813","2","3","ATL"
"22814","3","0","STL"
"22815","3","2","STL"
"22816","0","3","ATL"
"22817","3","2","STL"
"22818","3","1","STL"
"22819","2","3","ATL"
"22820","3","0","STL"
"22821","3","2","STL"
"22822","0","3","ATL"
"22823","2","3","ATL"
"22824","0","3","ATL"
"22825","1","3","ATL"
"22826","3","2","STL"
"22827","3","2","STL"
"22828","2","3","ATL"
"22829","3","1","STL"
"22830","0","3","ATL"
"22831","0","3","ATL"
"22832","3","1","STL"
"22833","3","1","STL"
"22834","2","3","ATL"
"22835","3","2","STL"
"22836","3","2","STL"
"22837","1","3","ATL"
"22838","1","3","ATL"
"22839","3","2","STL"
"22840","2","3","ATL"
"22841","0","3","ATL"
"22842","3","1","STL"
"22843","2","3","ATL"
"22844","1","3","ATL"
"22845","0","3","ATL"
"22846","1","3","ATL"
"22847","0","3","ATL"
"22848","2","3","ATL"
"22849","2","3","ATL"
"22850","1","3","ATL"
"22851","0","3","ATL"
"22852","3","2","STL"
"22853","1","3","ATL"
"22854","1","3","ATL"
"22855","0","3","ATL"
"22856","1","3","ATL"
"22857","3","2","STL"
"22858","2","3","ATL"
"22859","1","3","ATL"
"22860","3","1","STL"
"22861","3","1","STL"
"22862","2","3","ATL"
"22863","2","3","ATL"
"22864","3","1","STL"
"22865","3","1","STL"
"22866","0","3","ATL"
"22867","2","3","ATL"
"22868","3","2","STL"
"22869","3","1","STL"
"22870","3","1","STL"
"22871","3","1","STL"
"22872","3","2","STL"
"22873","3","1","STL"
"22874","1","3","ATL"
"22875","1","3","ATL"
"22876","3","1","STL"
"22877","3","0","STL"
"22878","2","3","ATL"
"22879","1","3","ATL"
"22880","3","2","STL"
"22881","0","3","ATL"
"22882","3","2","STL"
"22883","3","2","STL"
"22884","1","3","ATL"
"22885","2","3","ATL"
"22886","0","3","ATL"
"22887","1","3","ATL"
"22888","3","2","STL"
"22889","3","2","STL"
"22890","1","3","ATL"
"22891","1","3","ATL"
"22892","1","3","ATL"
"22893","1","3","ATL"
"22894","3","2","STL"
"22895","2","3","ATL"
"22896","3","2","STL"
"22897","3","2","STL"
"22898","3","2","STL"
"22899","1","3","ATL"
"22900","0","3","ATL"
"22901","3","1","STL"
"22902","3","2","STL"
"22903","2","3","ATL"
"22904","3","0","STL"
"22905","3","2","STL"
"22906","0","3","ATL"
"22907","1","3","ATL"
"22908","2","3","ATL"
"22909","0","3","ATL"
"22910","2","3","ATL"
"22911","3","1","STL"
"22912","1","3","ATL"
"22913","2","3","ATL"
"22914","1","3","ATL"
"22915","0","3","ATL"
"22916","2","3","ATL"
"22917","0","3","ATL"
"22918","3","1","STL"
"22919","2","3","ATL"
"22920","3","0","STL"
"22921","0","3","ATL"
"22922","0","3","ATL"
"22923","3","0","STL"
"22924","3","0","STL"
"22925","3","2","STL"
"22926","3","1","STL"
"22927","3","2","STL"
"22928","3","1","STL"
"22929","3","2","STL"
"22930","3","0","STL"
"22931","1","3","ATL"
"22932","3","1","STL"
"22933","3","2","STL"
"22934","3","0","STL"
"22935","2","3","ATL"
"22936","1","3","ATL"
"22937","0","3","ATL"
"22938","3","2","STL"
"22939","3","2","STL"
"22940","1","3","ATL"
"22941","3","0","STL"
"22942","3","2","STL"
"22943","2","3","ATL"
"22944","0","3","ATL"
"22945","0","3","ATL"
"22946","1","3","ATL"
"22947","2","3","ATL"
"22948","3","1","STL"
"22949","3","2","STL"
"22950","2","3","ATL"
"22951","3","2","STL"
"22952","2","3","ATL"
"22953","1","3","ATL"
"22954","3","1","STL"
"22955","2","3","ATL"
"22956","0","3","ATL"
"22957","0","3","ATL"
"22958","3","2","STL"
"22959","0","3","ATL"
"22960","3","2","STL"
"22961","1","3","ATL"
"22962","1","3","ATL"
"22963","2","3","ATL"
"22964","1","3","ATL"
"22965","3","1","STL"
"22966","3","0","STL"
"22967","1","3","ATL"
"22968","0","3","ATL"
"22969","2","3","ATL"
"22970","2","3","ATL"
"22971","0","3","ATL"
"22972","0","3","ATL"
"22973","2","3","ATL"
"22974","2","3","ATL"
"22975","2","3","ATL"
"22976","1","3","ATL"
"22977","0","3","ATL"
"22978","2","3","ATL"
"22979","1","3","ATL"
"22980","1","3","ATL"
"22981","3","2","STL"
"22982","2","3","ATL"
"22983","3","2","STL"
"22984","3","0","STL"
"22985","1","3","ATL"
"22986","2","3","ATL"
"22987","1","3","ATL"
"22988","1","3","ATL"
"22989","3","2","STL"
"22990","1","3","ATL"
"22991","0","3","ATL"
"22992","0","3","ATL"
"22993","3","2","STL"
"22994","0","3","ATL"
"22995","3","2","STL"
"22996","2","3","ATL"
"22997","3","1","STL"
"22998","1","3","ATL"
"22999","3","1","STL"
"23000","3","2","STL"
"23001","1","3","ATL"
"23002","2","3","ATL"
"23003","2","3","ATL"
"23004","1","3","ATL"
"23005","2","3","ATL"
"23006","2","3","ATL"
"23007","2","3","ATL"
"23008","1","3","ATL"
"23009","1","3","ATL"
"23010","1","3","ATL"
"23011","1","3","ATL"
"23012","2","3","ATL"
"23013","3","1","STL"
"23014","3","2","STL"
"23015","3","1","STL"
"23016","3","2","STL"
"23017","3","2","STL"
"23018","3","2","STL"
"23019","0","3","ATL"
"23020","0","3","ATL"
"23021","2","3","ATL"
"23022","2","3","ATL"
"23023","3","1","STL"
"23024","3","1","STL"
"23025","1","3","ATL"
"23026","1","3","ATL"
"23027","1","3","ATL"
"23028","3","2","STL"
"23029","1","3","ATL"
"23030","0","3","ATL"
"23031","3","2","STL"
"23032","3","2","STL"
"23033","0","3","ATL"
"23034","3","0","STL"
"23035","0","3","ATL"
"23036","3","2","STL"
"23037","1","3","ATL"
"23038","1","3","ATL"
"23039","2","3","ATL"
"23040","3","2","STL"
"23041","2","3","ATL"
"23042","3","1","STL"
"23043","3","2","STL"
"23044","3","1","STL"
"23045","3","2","STL"
"23046","3","2","STL"
"23047","3","1","STL"
"23048","2","3","ATL"
"23049","3","2","STL"
"23050","3","2","STL"
"23051","1","3","ATL"
"23052","2","3","ATL"
"23053","3","2","STL"
"23054","0","3","ATL"
"23055","2","3","ATL"
"23056","2","3","ATL"
"23057","1","3","ATL"
"23058","0","3","ATL"
"23059","3","1","STL"
"23060","2","3","ATL"
"23061","3","0","STL"
"23062","1","3","ATL"
"23063","1","3","ATL"
"23064","3","0","STL"
"23065","1","3","ATL"
"23066","0","3","ATL"
"23067","0","3","ATL"
"23068","3","1","STL"
"23069","3","1","STL"
"23070","2","3","ATL"
"23071","0","3","ATL"
"23072","3","0","STL"
"23073","2","3","ATL"
"23074","3","1","STL"
"23075","1","3","ATL"
"23076","1","3","ATL"
"23077","3","0","STL"
"23078","1","3","ATL"
"23079","1","3","ATL"
"23080","2","3","ATL"
"23081","2","3","ATL"
"23082","3","1","STL"
"23083","3","2","STL"
"23084","1","3","ATL"
"23085","2","3","ATL"
"23086","2","3","ATL"
"23087","3","2","STL"
"23088","3","1","STL"
"23089","0","3","ATL"
"23090","3","2","STL"
"23091","3","1","STL"
"23092","3","2","STL"
"23093","1","3","ATL"
"23094","1","3","ATL"
"23095","1","3","ATL"
"23096","3","1","STL"
"23097","0","3","ATL"
"23098","2","3","ATL"
"23099","1","3","ATL"
"23100","3","2","STL"
"23101","2","3","ATL"
"23102","0","3","ATL"
"23103","0","3","ATL"
"23104","2","3","ATL"
"23105","3","1","STL"
"23106","3","1","STL"
"23107","3","0","STL"
"23108","1","3","ATL"
"23109","2","3","ATL"
"23110","2","3","ATL"
"23111","3","1","STL"
"23112","0","3","ATL"
"23113","1","3","ATL"
"23114","3","1","STL"
"23115","3","0","STL"
"23116","2","3","ATL"
"23117","3","0","STL"
"23118","1","3","ATL"
"23119","0","3","ATL"
"23120","3","2","STL"
"23121","0","3","ATL"
"23122","1","3","ATL"
"23123","3","0","STL"
"23124","1","3","ATL"
"23125","0","3","ATL"
"23126","2","3","ATL"
"23127","3","0","STL"
"23128","0","3","ATL"
"23129","1","3","ATL"
"23130","2","3","ATL"
"23131","2","3","ATL"
"23132","3","1","STL"
"23133","3","1","STL"
"23134","1","3","ATL"
"23135","3","0","STL"
"23136","3","0","STL"
"23137","2","3","ATL"
"23138","2","3","ATL"
"23139","3","0","STL"
"23140","3","2","STL"
"23141","2","3","ATL"
"23142","1","3","ATL"
"23143","1","3","ATL"
"23144","1","3","ATL"
"23145","1","3","ATL"
"23146","3","1","STL"
"23147","2","3","ATL"
"23148","3","2","STL"
"23149","3","1","STL"
"23150","3","2","STL"
"23151","3","0","STL"
"23152","3","0","STL"
"23153","3","2","STL"
"23154","3","2","STL"
"23155","1","3","ATL"
"23156","3","2","STL"
"23157","3","0","STL"
"23158","1","3","ATL"
"23159","3","2","STL"
"23160","3","2","STL"
"23161","1","3","ATL"
"23162","2","3","ATL"
"23163","2","3","ATL"
"23164","0","3","ATL"
"23165","3","0","STL"
"23166","1","3","ATL"
"23167","1","3","ATL"
"23168","2","3","ATL"
"23169","1","3","ATL"
"23170","1","3","ATL"
"23171","1","3","ATL"
"23172","3","2","STL"
"23173","1","3","ATL"
"23174","3","2","STL"
"23175","2","3","ATL"
"23176","1","3","ATL"
"23177","3","2","STL"
"23178","3","1","STL"
"23179","1","3","ATL"
"23180","1","3","ATL"
"23181","1","3","ATL"
"23182","3","1","STL"
"23183","3","0","STL"
"23184","0","3","ATL"
"23185","3","1","STL"
"23186","0","3","ATL"
"23187","1","3","ATL"
"23188","3","2","STL"
"23189","3","2","STL"
"23190","3","2","STL"
"23191","2","3","ATL"
"23192","0","3","ATL"
"23193","1","3","ATL"
"23194","1","3","ATL"
"23195","2","3","ATL"
"23196","3","2","STL"
"23197","1","3","ATL"
"23198","1","3","ATL"
"23199","3","1","STL"
"23200","1","3","ATL"
"23201","3","1","STL"
"23202","0","3","ATL"
"23203","3","1","STL"
"23204","2","3","ATL"
"23205","1","3","ATL"
"23206","2","3","ATL"
"23207","3","2","STL"
"23208","0","3","ATL"
"23209","2","3","ATL"
"23210","3","2","STL"
"23211","1","3","ATL"
"23212","0","3","ATL"
"23213","2","3","ATL"
"23214","3","1","STL"
"23215","0","3","ATL"
"23216","3","2","STL"
"23217","0","3","ATL"
"23218","3","2","STL"
"23219","1","3","ATL"
"23220","3","2","STL"
"23221","1","3","ATL"
"23222","1","3","ATL"
"23223","3","2","STL"
"23224","1","3","ATL"
"23225","1","3","ATL"
"23226","1","3","ATL"
"23227","0","3","ATL"
"23228","0","3","ATL"
"23229","1","3","ATL"
"23230","0","3","ATL"
"23231","0","3","ATL"
"23232","3","0","STL"
"23233","2","3","ATL"
"23234","3","2","STL"
"23235","3","2","STL"
"23236","3","0","STL"
"23237","1","3","ATL"
"23238","3","0","STL"
"23239","3","0","STL"
"23240","2","3","ATL"
"23241","2","3","ATL"
"23242","1","3","ATL"
"23243","3","1","STL"
"23244","3","2","STL"
"23245","0","3","ATL"
"23246","0","3","ATL"
"23247","2","3","ATL"
"23248","3","1","STL"
"23249","1","3","ATL"
"23250","3","1","STL"
"23251","1","3","ATL"
"23252","2","3","ATL"
"23253","1","3","ATL"
"23254","2","3","ATL"
"23255","3","0","STL"
"23256","1","3","ATL"
"23257","3","0","STL"
"23258","2","3","ATL"
"23259","1","3","ATL"
"23260","3","1","STL"
"23261","2","3","ATL"
"23262","2","3","ATL"
"23263","0","3","ATL"
"23264","3","2","STL"
"23265","3","0","STL"
"23266","0","3","ATL"
"23267","1","3","ATL"
"23268","2","3","ATL"
"23269","1","3","ATL"
"23270","3","0","STL"
"23271","3","0","STL"
"23272","2","3","ATL"
"23273","2","3","ATL"
"23274","3","2","STL"
"23275","3","2","STL"
"23276","1","3","ATL"
"23277","0","3","ATL"
"23278","2","3","ATL"
"23279","1","3","ATL"
"23280","3","2","STL"
"23281","3","1","STL"
"23282","0","3","ATL"
"23283","0","3","ATL"
"23284","2","3","ATL"
"23285","3","2","STL"
"23286","3","1","STL"
"23287","3","0","STL"
"23288","0","3","ATL"
"23289","2","3","ATL"
"23290","3","0","STL"
"23291","1","3","ATL"
"23292","2","3","ATL"
"23293","3","1","STL"
"23294","3","1","STL"
"23295","3","0","STL"
"23296","3","2","STL"
"23297","1","3","ATL"
"23298","3","2","STL"
"23299","3","2","STL"
"23300","2","3","ATL"
"23301","1","3","ATL"
"23302","3","0","STL"
"23303","2","3","ATL"
"23304","3","1","STL"
"23305","3","0","STL"
"23306","2","3","ATL"
"23307","1","3","ATL"
"23308","1","3","ATL"
"23309","3","2","STL"
"23310","3","1","STL"
"23311","3","2","STL"
"23312","0","3","ATL"
"23313","1","3","ATL"
"23314","3","1","STL"
"23315","3","1","STL"
"23316","2","3","ATL"
"23317","0","3","ATL"
"23318","2","3","ATL"
"23319","3","2","STL"
"23320","2","3","ATL"
"23321","0","3","ATL"
"23322","3","1","STL"
"23323","1","3","ATL"
"23324","2","3","ATL"
"23325","3","0","STL"
"23326","2","3","ATL"
"23327","1","3","ATL"
"23328","3","1","STL"
"23329","2","3","ATL"
"23330","1","3","ATL"
"23331","3","1","STL"
"23332","1","3","ATL"
"23333","1","3","ATL"
"23334","3","2","STL"
"23335","1","3","ATL"
"23336","1","3","ATL"
"23337","3","2","STL"
"23338","3","1","STL"
"23339","2","3","ATL"
"23340","3","2","STL"
"23341","3","1","STL"
"23342","1","3","ATL"
"23343","0","3","ATL"
"23344","2","3","ATL"
"23345","0","3","ATL"
"23346","2","3","ATL"
"23347","3","1","STL"
"23348","3","2","STL"
"23349","3","2","STL"
"23350","2","3","ATL"
"23351","2","3","ATL"
"23352","0","3","ATL"
"23353","2","3","ATL"
"23354","1","3","ATL"
"23355","2","3","ATL"
"23356","2","3","ATL"
"23357","0","3","ATL"
"23358","3","0","STL"
"23359","0","3","ATL"
"23360","1","3","ATL"
"23361","1","3","ATL"
"23362","2","3","ATL"
"23363","2","3","ATL"
"23364","0","3","ATL"
"23365","3","2","STL"
"23366","3","1","STL"
"23367","0","3","ATL"
"23368","1","3","ATL"
"23369","0","3","ATL"
"23370","0","3","ATL"
"23371","3","0","STL"
"23372","0","3","ATL"
"23373","3","0","STL"
"23374","1","3","ATL"
"23375","1","3","ATL"
"23376","3","1","STL"
"23377","3","0","STL"
"23378","0","3","ATL"
"23379","3","2","STL"
"23380","3","2","STL"
"23381","3","0","STL"
"23382","1","3","ATL"
"23383","0","3","ATL"
"23384","3","0","STL"
"23385","0","3","ATL"
"23386","1","3","ATL"
"23387","1","3","ATL"
"23388","3","0","STL"
"23389","3","1","STL"
"23390","1","3","ATL"
"23391","1","3","ATL"
"23392","3","2","STL"
"23393","0","3","ATL"
"23394","3","2","STL"
"23395","0","3","ATL"
"23396","3","1","STL"
"23397","3","0","STL"
"23398","2","3","ATL"
"23399","1","3","ATL"
"23400","3","2","STL"
"23401","0","3","ATL"
"23402","3","1","STL"
"23403","2","3","ATL"
"23404","2","3","ATL"
"23405","2","3","ATL"
"23406","2","3","ATL"
"23407","3","2","STL"
"23408","3","2","STL"
"23409","2","3","ATL"
"23410","0","3","ATL"
"23411","2","3","ATL"
"23412","1","3","ATL"
"23413","1","3","ATL"
"23414","2","3","ATL"
"23415","3","0","STL"
"23416","3","2","STL"
"23417","1","3","ATL"
"23418","3","2","STL"
"23419","2","3","ATL"
"23420","3","2","STL"
"23421","2","3","ATL"
"23422","3","1","STL"
"23423","1","3","ATL"
"23424","2","3","ATL"
"23425","3","0","STL"
"23426","1","3","ATL"
"23427","1","3","ATL"
"23428","3","2","STL"
"23429","1","3","ATL"
"23430","2","3","ATL"
"23431","2","3","ATL"
"23432","2","3","ATL"
"23433","1","3","ATL"
"23434","3","2","STL"
"23435","2","3","ATL"
"23436","3","1","STL"
"23437","2","3","ATL"
"23438","2","3","ATL"
"23439","3","0","STL"
"23440","0","3","ATL"
"23441","0","3","ATL"
"23442","0","3","ATL"
"23443","0","3","ATL"
"23444","1","3","ATL"
"23445","0","3","ATL"
"23446","3","2","STL"
"23447","3","2","STL"
"23448","3","2","STL"
"23449","2","3","ATL"
"23450","3","2","STL"
"23451","3","2","STL"
"23452","0","3","ATL"
"23453","3","0","STL"
"23454","3","1","STL"
"23455","1","3","ATL"
"23456","3","2","STL"
"23457","3","2","STL"
"23458","1","3","ATL"
"23459","2","3","ATL"
"23460","3","2","STL"
"23461","3","2","STL"
"23462","0","3","ATL"
"23463","3","1","STL"
"23464","3","0","STL"
"23465","1","3","ATL"
"23466","3","0","STL"
"23467","3","2","STL"
"23468","2","3","ATL"
"23469","3","2","STL"
"23470","1","3","ATL"
"23471","3","2","STL"
"23472","3","1","STL"
"23473","3","1","STL"
"23474","3","1","STL"
"23475","2","3","ATL"
"23476","2","3","ATL"
"23477","2","3","ATL"
"23478","3","2","STL"
"23479","3","2","STL"
"23480","1","3","ATL"
"23481","1","3","ATL"
"23482","3","0","STL"
"23483","2","3","ATL"
"23484","1","3","ATL"
"23485","2","3","ATL"
"23486","3","1","STL"
"23487","3","2","STL"
"23488","1","3","ATL"
"23489","3","0","STL"
"23490","3","0","STL"
"23491","0","3","ATL"
"23492","2","3","ATL"
"23493","2","3","ATL"
"23494","0","3","ATL"
"23495","0","3","ATL"
"23496","3","1","STL"
"23497","2","3","ATL"
"23498","0","3","ATL"
"23499","0","3","ATL"
"23500","2","3","ATL"
"23501","3","2","STL"
"23502","3","0","STL"
"23503","3","2","STL"
"23504","3","2","STL"
"23505","3","2","STL"
"23506","1","3","ATL"
"23507","3","1","STL"
"23508","0","3","ATL"
"23509","1","3","ATL"
"23510","0","3","ATL"
"23511","1","3","ATL"
"23512","2","3","ATL"
"23513","1","3","ATL"
"23514","1","3","ATL"
"23515","1","3","ATL"
"23516","3","2","STL"
"23517","3","1","STL"
"23518","3","2","STL"
"23519","0","3","ATL"
"23520","0","3","ATL"
"23521","1","3","ATL"
"23522","1","3","ATL"
"23523","0","3","ATL"
"23524","1","3","ATL"
