"","TBR","OAK","Winner"
"58395","9","5","TBR"
"58396","8","3","TBR"
"58397","8","4","TBR"
"58398","2","11","OAK"
"58399","4","1","TBR"
"58400","5","6","OAK"
"58401","5","1","TBR"
"58402","7","2","TBR"
"58403","5","4","TBR"
"58404","5","3","TBR"
"58405","4","9","OAK"
"58406","6","4","TBR"
"58407","5","8","OAK"
"58408","6","5","TBR"
"58409","6","7","OAK"
"58410","6","2","TBR"
"58411","4","1","TBR"
"58412","10","0","TBR"
"58413","4","2","TBR"
"58414","6","7","OAK"
"58415","7","4","TBR"
"58416","5","13","OAK"
"58417","5","8","OAK"
"58418","4","4","OAK"
"58419","8","0","TBR"
"58420","7","5","TBR"
"58421","7","5","TBR"
"58422","13","4","TBR"
"58423","5","11","OAK"
"58424","8","4","TBR"
"58425","4","5","OAK"
"58426","6","3","TBR"
"58427","2","7","OAK"
"58428","5","3","TBR"
"58429","4","15","OAK"
"58430","7","10","OAK"
"58431","3","1","TBR"
"58432","12","9","TBR"
"58433","6","0","TBR"
"58434","7","6","TBR"
"58435","7","0","TBR"
"58436","11","4","TBR"
"58437","0","4","OAK"
"58438","2","8","OAK"
"58439","5","14","OAK"
"58440","2","12","OAK"
"58441","5","8","OAK"
"58442","9","5","TBR"
"58443","1","2","OAK"
"58444","4","3","TBR"
"58445","5","5","TBR"
"58446","9","11","OAK"
"58447","5","7","OAK"
"58448","4","4","OAK"
"58449","3","7","OAK"
"58450","3","4","OAK"
"58451","0","2","OAK"
"58452","7","3","TBR"
"58453","7","10","OAK"
"58454","2","8","OAK"
"58455","7","7","OAK"
"58456","1","3","OAK"
"58457","4","2","TBR"
"58458","1","1","TBR"
"58459","5","2","TBR"
"58460","6","5","TBR"
"58461","11","5","TBR"
"58462","1","7","OAK"
"58463","3","4","OAK"
"58464","5","5","OAK"
"58465","7","8","OAK"
"58466","6","8","OAK"
"58467","5","1","TBR"
"58468","3","2","TBR"
"58469","2","3","OAK"
"58470","4","3","TBR"
"58471","3","6","OAK"
"58472","2","1","TBR"
"58473","3","3","OAK"
"58474","5","5","TBR"
"58475","3","3","TBR"
"58476","3","5","OAK"
"58477","2","1","TBR"
"58478","1","6","OAK"
"58479","3","5","OAK"
"58480","9","3","TBR"
"58481","4","2","TBR"
"58482","2","14","OAK"
"58483","3","8","OAK"
"58484","2","5","OAK"
"58485","2","6","OAK"
"58486","2","0","TBR"
"58487","5","5","TBR"
"58488","4","3","TBR"
"58489","6","9","OAK"
"58490","8","8","OAK"
"58491","4","7","OAK"
"58492","6","11","OAK"
"58493","9","5","TBR"
"58494","5","16","OAK"
"58495","4","3","TBR"
"58496","4","4","TBR"
"58497","2","5","OAK"
"58498","10","8","TBR"
"58499","5","8","OAK"
"58500","4","11","OAK"
"58501","15","5","TBR"
"58502","5","3","TBR"
"58503","8","6","TBR"
"58504","3","7","OAK"
"58505","5","8","OAK"
"58506","7","12","OAK"
"58507","1","15","OAK"
"58508","9","9","TBR"
"58509","15","4","TBR"
"58510","1","5","OAK"
"58511","5","5","OAK"
"58512","3","4","OAK"
"58513","1","3","OAK"
"58514","3","4","OAK"
"58515","1","3","OAK"
"58516","2","2","TBR"
"58517","3","3","TBR"
"58518","3","3","OAK"
"58519","6","4","TBR"
"58520","7","4","TBR"
"58521","8","4","TBR"
"58522","2","5","OAK"
"58523","8","2","TBR"
"58524","4","2","TBR"
"58525","7","9","OAK"
"58526","9","5","TBR"
"58527","8","6","TBR"
"58528","1","6","OAK"
"58529","6","7","OAK"
"58530","3","4","OAK"
"58531","2","4","OAK"
"58532","5","11","OAK"
"58533","2","3","OAK"
"58534","6","8","OAK"
"58535","3","12","OAK"
"58536","4","9","OAK"
"58537","2","5","OAK"
"58538","1","0","TBR"
"58539","3","12","OAK"
"58540","2","7","OAK"
"58541","4","7","OAK"
"58542","2","8","OAK"
"58543","0","11","OAK"
"58544","6","4","TBR"
"58545","3","6","OAK"
"58546","3","10","OAK"
"58547","9","5","TBR"
"58548","2","2","OAK"
"58549","3","4","OAK"
"58550","8","9","OAK"
"58551","1","13","OAK"
"58552","12","4","TBR"
"58553","1","8","OAK"
"58554","7","6","TBR"
"58555","4","1","TBR"
"58556","2","8","OAK"
"58557","4","4","OAK"
"58558","6","5","TBR"
"58559","3","3","TBR"
"58560","1","4","OAK"
"58561","0","3","OAK"
"58562","3","5","OAK"
"58563","6","1","TBR"
"58564","0","3","OAK"
"58565","3","5","OAK"
"58566","0","2","OAK"
"58567","5","3","TBR"
"58568","11","6","TBR"
"58569","1","2","OAK"
"58570","8","8","OAK"
"58571","8","4","TBR"
"58572","2","3","OAK"
"58573","9","7","TBR"
"58574","1","4","OAK"
"58575","4","1","TBR"
"58576","3","1","TBR"
"58577","8","5","TBR"
"58578","3","4","OAK"
"58579","11","1","TBR"
"58580","3","2","TBR"
"58581","10","12","OAK"
"58582","4","4","TBR"
"58583","10","11","OAK"
"58584","6","4","TBR"
"58585","7","8","OAK"
"58586","0","4","OAK"
"58587","4","7","OAK"
"58588","13","10","TBR"
"58589","5","10","OAK"
"58590","7","3","TBR"
"58591","2","1","TBR"
"58592","1","3","OAK"
"58593","7","1","TBR"
"58594","8","9","OAK"
"58595","7","4","TBR"
"58596","1","3","OAK"
"58597","4","6","OAK"
"58598","5","18","OAK"
"58599","1","4","OAK"
"58600","5","3","TBR"
"58601","8","8","TBR"
"58602","2","0","TBR"
"58603","5","6","OAK"
"58604","4","3","TBR"
"58605","1","3","OAK"
"58606","4","5","OAK"
"58607","5","4","TBR"
"58608","1","4","OAK"
"58609","3","4","OAK"
"58610","3","8","OAK"
"58611","4","0","TBR"
"58612","8","2","TBR"
"58613","8","3","TBR"
"58614","3","3","OAK"
"58615","3","12","OAK"
"58616","3","1","TBR"
"58617","1","3","OAK"
"58618","6","6","TBR"
"58619","4","7","OAK"
"58620","2","3","OAK"
"58621","5","3","TBR"
"58622","5","5","OAK"
"58623","10","5","TBR"
"58624","5","6","OAK"
"58625","1","1","TBR"
"58626","4","7","OAK"
"58627","2","2","TBR"
"58628","0","3","OAK"
"58629","4","3","TBR"
"58630","4","2","TBR"
"58631","1","5","OAK"
"58632","8","2","TBR"
"58633","2","4","OAK"
"58634","2","3","OAK"
"58635","9","8","TBR"
"58636","2","2","OAK"
"58637","3","4","OAK"
"58638","4","5","OAK"
"58639","4","5","OAK"
"58640","7","3","TBR"
"58641","2","1","TBR"
"58642","2","3","OAK"
"58643","5","7","OAK"
"58644","9","2","TBR"
"58645","9","6","TBR"
"58646","4","4","OAK"
"58647","4","4","OAK"
"58648","3","3","TBR"
"58649","2","3","OAK"
"58650","8","7","TBR"
"58651","2","10","OAK"
"58652","3","2","TBR"
"58653","2","6","OAK"
"58654","9","2","TBR"
"58655","3","3","OAK"
"58656","2","0","TBR"
"58657","5","0","TBR"
"58658","4","3","TBR"
"58659","4","7","OAK"
"58660","7","9","OAK"
"58661","3","2","TBR"
"58662","6","2","TBR"
"58663","1","0","TBR"
"58664","8","7","TBR"
"58665","9","14","OAK"
"58666","20","3","TBR"
"58667","10","2","TBR"
"58668","9","0","TBR"
"58669","3","1","TBR"
"58670","5","4","TBR"
"58671","7","4","TBR"
"58672","7","7","OAK"
"58673","0","12","OAK"
"58674","7","7","TBR"
"58675","2","3","OAK"
"58676","3","7","OAK"
"58677","8","6","TBR"
"58678","2","5","OAK"
"58679","2","7","OAK"
"58680","14","7","TBR"
"58681","3","3","TBR"
"58682","6","2","TBR"
"58683","3","7","OAK"
"58684","3","1","TBR"
"58685","5","5","TBR"
"58686","4","7","OAK"
"58687","1","16","OAK"
"58688","3","5","OAK"
"58689","0","9","OAK"
"58690","4","3","TBR"
"58691","6","8","OAK"
"58692","3","6","OAK"
"58693","8","4","TBR"
"58694","7","7","OAK"
"58695","4","6","OAK"
"58696","8","4","TBR"
"58697","3","5","OAK"
"58698","2","4","OAK"
"58699","2","7","OAK"
"58700","8","3","TBR"
"58701","10","10","TBR"
"58702","3","6","OAK"
"58703","3","12","OAK"
"58704","5","4","TBR"
"58705","4","6","OAK"
"58706","5","7","OAK"
"58707","6","8","OAK"
"58708","1","6","OAK"
"58709","7","7","TBR"
"58710","15","10","TBR"
"58711","14","6","TBR"
"58712","6","4","TBR"
"58713","4","4","OAK"
"58714","10","5","TBR"
"58715","9","1","TBR"
"58716","1","5","OAK"
"58717","1","1","OAK"
"58718","4","8","OAK"
"58719","1","8","OAK"
"58720","12","3","TBR"
"58721","0","4","OAK"
"58722","5","3","TBR"
"58723","1","9","OAK"
"58724","2","2","OAK"
"58725","13","1","TBR"
"58726","11","5","TBR"
"58727","6","2","TBR"
"58728","4","8","OAK"
"58729","3","10","OAK"
"58730","6","1","TBR"
"58731","12","2","TBR"
"58732","5","4","TBR"
"58733","2","6","OAK"
"58734","2","11","OAK"
"58735","17","1","TBR"
"58736","1","5","OAK"
"58737","3","9","OAK"
"58738","4","2","TBR"
"58739","5","9","OAK"
"58740","7","2","TBR"
"58741","13","3","TBR"
"58742","11","5","TBR"
"58743","4","2","TBR"
"58744","6","1","TBR"
"58745","6","9","OAK"
"58746","11","7","TBR"
"58747","7","1","TBR"
"58748","7","3","TBR"
"58749","6","11","OAK"
"58750","2","1","TBR"
"58751","4","4","OAK"
"58752","10","2","TBR"
"58753","6","4","TBR"
"58754","1","8","OAK"
"58755","8","1","TBR"
"58756","8","10","OAK"
"58757","3","8","OAK"
"58758","10","8","TBR"
"58759","6","5","TBR"
"58760","5","5","TBR"
"58761","10","4","TBR"
"58762","6","2","TBR"
"58763","6","2","TBR"
"58764","1","3","OAK"
"58765","9","6","TBR"
"58766","4","8","OAK"
"58767","8","5","TBR"
"58768","10","7","TBR"
"58769","7","7","TBR"
"58770","3","4","OAK"
"58771","6","8","OAK"
"58772","4","6","OAK"
"58773","3","2","TBR"
"58774","2","4","OAK"
"58775","11","10","TBR"
"58776","7","10","OAK"
"58777","13","2","TBR"
"58778","4","2","TBR"
"58779","7","6","TBR"
"58780","1","5","OAK"
"58781","10","5","TBR"
"58782","3","5","OAK"
"58783","3","1","TBR"
"58784","6","6","OAK"
"58785","8","6","TBR"
"58786","6","4","TBR"
"58787","2","5","OAK"
"58788","0","11","OAK"
"58789","3","3","TBR"
"58790","2","7","OAK"
"58791","6","11","OAK"
"58792","4","2","TBR"
"58793","12","8","TBR"
"58794","3","6","OAK"
"58795","16","2","TBR"
"58796","7","7","OAK"
"58797","3","3","OAK"
"58798","4","1","TBR"
"58799","8","4","TBR"
"58800","3","13","OAK"
"58801","2","2","TBR"
"58802","8","9","OAK"
"58803","3","10","OAK"
"58804","6","2","TBR"
"58805","18","1","TBR"
"58806","3","3","TBR"
"58807","3","1","TBR"
"58808","5","3","TBR"
"58809","6","0","TBR"
"58810","6","7","OAK"
"58811","7","2","TBR"
"58812","9","3","TBR"
"58813","8","5","TBR"
"58814","10","5","TBR"
"58815","4","7","OAK"
"58816","9","8","TBR"
"58817","4","8","OAK"
"58818","8","7","TBR"
"58819","10","12","OAK"
"58820","4","11","OAK"
"58821","10","10","OAK"
"58822","9","6","TBR"
"58823","1","2","OAK"
"58824","4","0","TBR"
"58825","3","0","TBR"
"58826","1","9","OAK"
"58827","11","2","TBR"
"58828","9","4","TBR"
"58829","8","5","TBR"
"58830","5","6","OAK"
"58831","6","9","OAK"
"58832","4","8","OAK"
"58833","2","4","OAK"
"58834","3","6","OAK"
"58835","5","4","TBR"
"58836","3","8","OAK"
"58837","11","6","TBR"
"58838","15","7","TBR"
"58839","2","6","OAK"
"58840","3","5","OAK"
"58841","5","6","OAK"
"58842","4","3","TBR"
"58843","7","4","TBR"
"58844","11","4","TBR"
"58845","8","2","TBR"
"58846","6","8","OAK"
"58847","4","3","TBR"
"58848","2","5","OAK"
"58849","9","2","TBR"
"58850","6","5","TBR"
"58851","9","6","TBR"
"58852","6","1","TBR"
"58853","4","8","OAK"
"58854","12","2","TBR"
"58855","1","15","OAK"
"58856","4","6","OAK"
"58857","9","7","TBR"
"58858","4","3","TBR"
"58859","5","4","TBR"
"58860","3","5","OAK"
"58861","3","3","OAK"
"58862","7","5","TBR"
"58863","7","3","TBR"
"58864","4","3","TBR"
"58865","1","10","OAK"
"58866","2","5","OAK"
"58867","1","7","OAK"
"58868","1","5","OAK"
"58869","6","9","OAK"
"58870","6","4","TBR"
"58871","3","3","OAK"
"58872","3","6","OAK"
"58873","9","6","TBR"
"58874","4","4","OAK"
"58875","1","7","OAK"
"58876","2","8","OAK"
"58877","10","5","TBR"
"58878","3","4","OAK"
"58879","4","7","OAK"
"58880","9","7","TBR"
"58881","3","13","OAK"
"58882","3","12","OAK"
"58883","5","9","OAK"
"58884","8","4","TBR"
"58885","2","1","TBR"
"58886","3","7","OAK"
"58887","2","7","OAK"
"58888","0","0","OAK"
"58889","2","3","OAK"
"58890","6","2","TBR"
"58891","7","5","TBR"
"58892","6","14","OAK"
"58893","8","3","TBR"
"58894","4","10","OAK"
"58895","7","8","OAK"
"58896","1","8","OAK"
"58897","1","2","OAK"
"58898","4","5","OAK"
"58899","8","2","TBR"
"58900","5","2","TBR"
"58901","11","3","TBR"
"58902","5","3","TBR"
"58903","4","10","OAK"
"58904","5","6","OAK"
"58905","8","4","TBR"
"58906","6","4","TBR"
"58907","3","1","TBR"
"58908","7","8","OAK"
"58909","3","1","TBR"
"58910","9","5","TBR"
"58911","1","0","TBR"
"58912","8","4","TBR"
"58913","6","7","OAK"
"58914","8","5","TBR"
"58915","5","11","OAK"
"58916","4","3","TBR"
"58917","1","8","OAK"
"58918","8","7","TBR"
"58919","2","7","OAK"
"58920","0","4","OAK"
"58921","11","6","TBR"
"58922","2","1","TBR"
"58923","6","9","OAK"
"58924","4","1","TBR"
"58925","4","3","TBR"
"58926","3","2","TBR"
"58927","10","6","TBR"
"58928","5","8","OAK"
"58929","5","1","TBR"
"58930","3","1","TBR"
"58931","8","7","TBR"
"58932","7","0","TBR"
"58933","11","5","TBR"
"58934","6","6","OAK"
"58935","2","6","OAK"
"58936","12","4","TBR"
"58937","11","6","TBR"
"58938","1","1","TBR"
"58939","5","9","OAK"
"58940","2","9","OAK"
"58941","3","5","OAK"
"58942","12","10","TBR"
"58943","3","4","OAK"
"58944","6","5","TBR"
"58945","6","5","TBR"
"58946","6","6","OAK"
"58947","6","9","OAK"
"58948","3","3","OAK"
"58949","3","3","OAK"
"58950","5","8","OAK"
"58951","1","5","OAK"
"58952","10","4","TBR"
"58953","4","5","OAK"
"58954","7","10","OAK"
"58955","6","9","OAK"
"58956","2","5","OAK"
"58957","6","3","TBR"
"58958","2","5","OAK"
"58959","7","8","OAK"
"58960","4","6","OAK"
"58961","5","12","OAK"
"58962","9","3","TBR"
"58963","6","3","TBR"
"58964","2","3","OAK"
"58965","3","5","OAK"
"58966","2","2","OAK"
"58967","7","6","TBR"
"58968","3","5","OAK"
"58969","2","6","OAK"
"58970","5","9","OAK"
"58971","11","9","TBR"
"58972","18","4","TBR"
"58973","4","7","OAK"
"58974","8","2","TBR"
"58975","3","3","OAK"
"58976","1","11","OAK"
"58977","0","3","OAK"
"58978","3","8","OAK"
"58979","2","8","OAK"
"58980","12","11","TBR"
"58981","4","3","TBR"
"58982","0","5","OAK"
"58983","2","7","OAK"
"58984","6","6","OAK"
"58985","8","2","TBR"
"58986","5","1","TBR"
"58987","7","3","TBR"
"58988","5","5","OAK"
"58989","6","1","TBR"
"58990","9","6","TBR"
"58991","3","1","TBR"
"58992","6","9","OAK"
"58993","8","9","OAK"
"58994","5","1","TBR"
"58995","8","10","OAK"
"58996","6","5","TBR"
"58997","12","8","TBR"
"58998","12","6","TBR"
"58999","9","1","TBR"
"59000","5","8","OAK"
"59001","2","0","TBR"
"59002","6","1","TBR"
"59003","7","11","OAK"
"59004","12","3","TBR"
"59005","4","0","TBR"
"59006","3","11","OAK"
"59007","8","3","TBR"
"59008","8","4","TBR"
"59009","1","2","OAK"
"59010","0","4","OAK"
"59011","6","4","TBR"
"59012","6","2","TBR"
"59013","11","15","OAK"
"59014","2","4","OAK"
"59015","10","4","TBR"
"59016","6","6","OAK"
"59017","8","1","TBR"
"59018","2","0","TBR"
"59019","3","3","OAK"
"59020","4","4","TBR"
"59021","2","1","TBR"
"59022","2","5","OAK"
"59023","4","7","OAK"
"59024","11","8","TBR"
"59025","4","1","TBR"
"59026","9","8","TBR"
"59027","14","10","TBR"
"59028","9","7","TBR"
"59029","4","3","TBR"
"59030","8","8","OAK"
"59031","7","7","TBR"
"59032","0","3","OAK"
"59033","6","4","TBR"
"59034","12","3","TBR"
"59035","2","2","OAK"
"59036","5","4","TBR"
"59037","5","11","OAK"
"59038","3","2","TBR"
"59039","5","1","TBR"
"59040","5","3","TBR"
"59041","6","1","TBR"
"59042","5","5","OAK"
"59043","2","15","OAK"
"59044","5","3","TBR"
"59045","6","10","OAK"
"59046","5","3","TBR"
"59047","6","1","TBR"
"59048","5","2","TBR"
"59049","5","7","OAK"
"59050","4","0","TBR"
"59051","4","7","OAK"
"59052","4","13","OAK"
"59053","8","1","TBR"
"59054","7","8","OAK"
"59055","1","9","OAK"
"59056","6","2","TBR"
"59057","5","7","OAK"
"59058","4","5","OAK"
"59059","7","4","TBR"
"59060","7","3","TBR"
"59061","4","9","OAK"
"59062","2","7","OAK"
"59063","0","7","OAK"
"59064","4","7","OAK"
"59065","1","11","OAK"
"59066","2","8","OAK"
"59067","7","3","TBR"
"59068","12","8","TBR"
"59069","2","3","OAK"
"59070","2","4","OAK"
"59071","2","4","OAK"
"59072","3","3","OAK"
"59073","5","9","OAK"
"59074","10","0","TBR"
"59075","3","3","OAK"
"59076","5","12","OAK"
"59077","2","1","TBR"
"59078","4","3","TBR"
"59079","8","7","TBR"
"59080","10","3","TBR"
"59081","1","9","OAK"
"59082","10","0","TBR"
"59083","4","14","OAK"
"59084","4","5","OAK"
"59085","1","3","OAK"
"59086","5","8","OAK"
"59087","6","9","OAK"
"59088","8","8","OAK"
"59089","4","4","OAK"
"59090","2","6","OAK"
"59091","4","2","TBR"
"59092","6","5","TBR"
"59093","5","4","TBR"
"59094","3","5","OAK"
"59095","2","9","OAK"
"59096","7","5","TBR"
"59097","0","1","OAK"
"59098","11","3","TBR"
"59099","3","8","OAK"
"59100","7","3","TBR"
"59101","2","3","OAK"
"59102","6","5","TBR"
"59103","7","3","TBR"
"59104","3","11","OAK"
"59105","11","7","TBR"
"59106","3","2","TBR"
"59107","7","4","TBR"
"59108","11","2","TBR"
"59109","3","5","OAK"
"59110","4","8","OAK"
"59111","1","8","OAK"
"59112","5","5","OAK"
"59113","1","2","OAK"
"59114","4","1","TBR"
"59115","3","9","OAK"
"59116","5","8","OAK"
"59117","6","10","OAK"
"59118","5","4","TBR"
"59119","3","2","TBR"
"59120","0","3","OAK"
"59121","4","9","OAK"
"59122","8","5","TBR"
"59123","8","9","OAK"
"59124","4","3","TBR"
"59125","7","2","TBR"
"59126","2","4","OAK"
"59127","7","5","TBR"
"59128","2","3","OAK"
"59129","5","0","TBR"
"59130","3","2","TBR"
"59131","4","13","OAK"
"59132","13","3","TBR"
"59133","7","2","TBR"
"59134","10","3","TBR"
"59135","6","3","TBR"
"59136","4","5","OAK"
"59137","13","2","TBR"
"59138","2","6","OAK"
"59139","13","8","TBR"
"59140","5","12","OAK"
"59141","4","11","OAK"
"59142","9","1","TBR"
"59143","5","11","OAK"
"59144","5","10","OAK"
"59145","9","5","TBR"
"59146","2","6","OAK"
"59147","6","3","TBR"
"59148","8","6","TBR"
"59149","5","3","TBR"
"59150","2","4","OAK"
"59151","0","3","OAK"
"59152","3","7","OAK"
"59153","3","8","OAK"
"59154","5","13","OAK"
"59155","3","4","OAK"
"59156","5","16","OAK"
"59157","2","4","OAK"
"59158","11","3","TBR"
"59159","3","2","TBR"
"59160","0","10","OAK"
"59161","6","0","TBR"
"59162","3","0","TBR"
"59163","1","6","OAK"
"59164","7","7","TBR"
"59165","9","10","OAK"
"59166","2","6","OAK"
"59167","6","1","TBR"
"59168","2","3","OAK"
"59169","4","7","OAK"
"59170","4","8","OAK"
"59171","5","5","OAK"
"59172","2","2","OAK"
"59173","11","4","TBR"
"59174","2","0","TBR"
"59175","3","4","OAK"
"59176","2","7","OAK"
"59177","3","4","OAK"
"59178","6","2","TBR"
"59179","10","10","OAK"
"59180","7","8","OAK"
"59181","2","0","TBR"
"59182","3","7","OAK"
"59183","2","4","OAK"
"59184","1","4","OAK"
"59185","6","4","TBR"
"59186","5","4","TBR"
"59187","8","6","TBR"
"59188","3","9","OAK"
"59189","3","1","TBR"
"59190","6","10","OAK"
"59191","5","1","TBR"
"59192","4","3","TBR"
"59193","4","11","OAK"
"59194","9","6","TBR"
"59195","5","0","TBR"
"59196","13","6","TBR"
"59197","2","8","OAK"
"59198","2","3","OAK"
"59199","4","3","TBR"
"59200","4","5","OAK"
"59201","5","6","OAK"
"59202","0","2","OAK"
"59203","3","13","OAK"
"59204","4","15","OAK"
"59205","10","4","TBR"
"59206","4","7","OAK"
"59207","9","9","OAK"
"59208","4","6","OAK"
"59209","5","3","TBR"
"59210","0","2","OAK"
"59211","4","1","TBR"
"59212","0","7","OAK"
"59213","6","7","OAK"
"59214","1","2","OAK"
"59215","9","4","TBR"
"59216","2","4","OAK"
"59217","9","4","TBR"
"59218","0","4","OAK"
"59219","2","8","OAK"
"59220","3","5","OAK"
"59221","5","14","OAK"
"59222","6","8","OAK"
"59223","8","4","TBR"
"59224","3","1","TBR"
"59225","8","6","TBR"
"59226","9","8","TBR"
"59227","1","4","OAK"
"59228","9","6","TBR"
"59229","5","1","TBR"
"59230","7","7","OAK"
"59231","5","4","TBR"
"59232","17","2","TBR"
"59233","2","0","TBR"
"59234","7","1","TBR"
"59235","8","3","TBR"
"59236","5","1","TBR"
"59237","4","2","TBR"
"59238","0","3","OAK"
"59239","2","10","OAK"
"59240","0","3","OAK"
"59241","4","8","OAK"
"59242","2","2","OAK"
"59243","1","3","OAK"
"59244","2","4","OAK"
"59245","5","1","TBR"
"59246","7","9","OAK"
"59247","8","1","TBR"
"59248","1","2","OAK"
"59249","4","2","TBR"
"59250","4","8","OAK"
"59251","6","8","OAK"
"59252","12","9","TBR"
"59253","0","5","OAK"
"59254","6","7","OAK"
"59255","5","6","OAK"
"59256","7","8","OAK"
"59257","7","10","OAK"
"59258","7","7","TBR"
"59259","5","0","TBR"
"59260","6","9","OAK"
"59261","1","8","OAK"
"59262","5","4","TBR"
"59263","4","3","TBR"
"59264","7","12","OAK"
"59265","7","4","TBR"
"59266","9","5","TBR"
"59267","2","2","TBR"
"59268","12","7","TBR"
"59269","5","9","OAK"
"59270","1","7","OAK"
"59271","3","0","TBR"
"59272","14","0","TBR"
"59273","5","7","OAK"
"59274","4","5","OAK"
"59275","4","5","OAK"
"59276","0","4","OAK"
"59277","8","5","TBR"
"59278","11","3","TBR"
"59279","0","0","TBR"
"59280","7","10","OAK"
"59281","5","5","TBR"
"59282","2","4","OAK"
"59283","5","3","TBR"
"59284","11","3","TBR"
"59285","6","6","TBR"
"59286","7","4","TBR"
"59287","9","15","OAK"
"59288","5","9","OAK"
"59289","0","4","OAK"
"59290","6","2","TBR"
"59291","9","1","TBR"
"59292","5","4","TBR"
"59293","4","6","OAK"
"59294","13","1","TBR"
"59295","6","4","TBR"
"59296","11","11","OAK"
"59297","11","7","TBR"
"59298","5","4","TBR"
"59299","5","3","TBR"
"59300","4","1","TBR"
"59301","1","0","TBR"
"59302","16","3","TBR"
"59303","7","1","TBR"
"59304","5","3","TBR"
"59305","5","2","TBR"
"59306","4","5","OAK"
"59307","8","5","TBR"
"59308","4","4","OAK"
"59309","6","18","OAK"
"59310","6","6","OAK"
"59311","14","1","TBR"
"59312","3","0","TBR"
"59313","6","2","TBR"
"59314","2","3","OAK"
"59315","4","4","OAK"
"59316","4","14","OAK"
"59317","10","3","TBR"
"59318","10","4","TBR"
"59319","6","6","OAK"
"59320","4","6","OAK"
"59321","6","5","TBR"
"59322","4","11","OAK"
"59323","2","11","OAK"
"59324","10","0","TBR"
"59325","6","4","TBR"
"59326","8","7","TBR"
"59327","1","4","OAK"
"59328","12","2","TBR"
"59329","7","7","TBR"
"59330","8","11","OAK"
"59331","6","7","OAK"
"59332","1","4","OAK"
"59333","3","5","OAK"
"59334","4","1","TBR"
"59335","6","1","TBR"
"59336","6","8","OAK"
"59337","3","11","OAK"
"59338","5","4","TBR"
"59339","6","8","OAK"
"59340","8","9","OAK"
"59341","4","8","OAK"
"59342","9","2","TBR"
"59343","7","3","TBR"
"59344","4","7","OAK"
"59345","2","14","OAK"
